iter	RMSE
127	29.85847664
128	29.8319101
129	29.82498274
130	29.78275178
131	29.73825289
132	29.69223617
133	29.63665435
134	29.52600446
135	29.49013754
136	29.46582965
137	29.46214992
138	29.44213521
139	29.43210694
140	29.41718527
141	29.39688209
142	29.37392095
143	29.26435902
144	29.25186375
145	29.23931765
146	29.22937904
147	29.19930607
148	29.19858986
149	29.19745345
150	29.18770335
151	29.17452339
152	29.12623264
153	29.08272412
154	29.05871958
155	29.04206407
156	29.0343093
157	29.02719274
158	28.97295609
159	28.96895323
160	28.8818653
161	28.80745116
162	28.80012269
163	28.76210918
164	28.74679347
165	28.7445404
166	28.70253372
167	28.62866729
168	28.61033096
169	28.59587806
170	28.58273695
171	28.49103922
172	28.48324532
173	28.43421435
174	28.43158219
175	28.43113081
176	28.31427924
177	28.30257566
178	28.30177684
179	28.26209197
180	28.25898847
181	28.19620884
182	28.18924042
183	28.16340839
184	28.15720763
185	28.09842625
186	28.09036482
187	28.06422617
188	28.04997785
189	28.0445487
190	28.02638302
191	27.9837783
192	27.97263056
193	27.93305058
194	27.89987879
195	27.80621023
196	27.7594245
197	27.63806728
198	27.60454343
199	27.5843464
200	27.58009981
201	27.5621443
202	27.51215458
203	27.51189235
204	27.46824152
205	27.46522626
206	27.43268741
207	27.40669548
208	27.39615151
209	27.35818146
210	27.33770635
211	27.32844362
212	27.28883576
213	27.26248107
214	27.23975422
215	27.2243368
216	27.18089448
217	27.1642173
218	27.11614
219	27.11144359
220	27.10068538
221	27.07877061
222	27.03676069
223	27.02368818
224	26.96695833
225	26.92478754
226	26.83947917
227	26.8121
228	26.76364981
229	26.65992519
230	26.65542031
231	26.63874489
232	26.59008136
233	26.58728164
234	26.58136612
235	26.54009344
236	26.52835784
237	26.47883727
238	26.4540196
239	26.38000247
240	26.36648328
241	26.29909788
242	26.29260666
243	26.28199904
244	26.25025559
245	26.19216793
246	26.18137485
247	26.17639515
248	26.15463135
249	26.14222418
250	26.12793173
251	26.12151635
252	26.06600544
253	25.97849012
254	25.90950925
255	25.87530063
256	25.7745089
257	25.73309589
258	25.66535976
259	25.6594131
260	25.64148446
261	25.63852539
262	25.61511052
263	25.57733021
264	25.54870391
265	25.53601536
266	25.53170414
267	25.51514912
268	25.50914138
269	25.46791173
270	25.42763904
271	25.416036
272	25.40292519
273	25.34082652
274	25.33210541
275	25.3173228
276	25.3079039
277	25.23550529
278	25.19098512
279	25.17116034
280	25.15013813
281	25.14351293
282	25.09950118
283	25.07504733
284	25.0531071
285	25.03625553
286	25.01536184
287	24.9904425
288	24.98587348
289	24.95630764
290	24.9292395
291	24.91638628
292	24.88975428
293	24.8808136
294	24.85408194
295	24.8434824
296	24.8331528
297	24.82284702
298	24.8032387
299	24.78738019
300	24.6993942
301	24.68829058
302	24.65447772
303	24.65093218
304	24.6261274
305	24.61866435
306	24.59626566
307	24.55325809
308	24.52684179
309	24.514868
310	24.50159386
311	24.49417295
312	24.45740437
313	24.43198671
314	24.42991683
315	24.40969458
316	24.39288783
317	24.37593038
318	24.36522517
319	24.34824981
320	24.32549825
321	24.32307074
322	24.31722105
323	24.28351173
324	24.27254249
325	24.26234802
326	24.21066724
327	24.1940809
328	24.18704537
329	24.18007793
330	24.16588386
331	24.15572696
332	24.12879139
333	24.11170887
334	24.10308789
335	24.04097566
336	24.037702
337	24.02366324
338	24.00358352
339	23.96453764
340	23.94306283
341	23.94253515
342	23.92788616
343	23.92268198
344	23.91280413
345	23.90289577
346	23.89240582
347	23.88105924
348	23.85817711
349	23.82477979
350	23.77898725
351	23.75855801
352	23.74490169
353	23.73805097
354	23.6778738
355	23.649088
356	23.64600896
357	23.62890244
358	23.61222073
359	23.58465951
360	23.57326989
361	23.56203208
362	23.5565008
363	23.48588693
364	23.4812616
365	23.45506892
366	23.4464341
367	23.43238375
368	23.41647643
369	23.40590768
370	23.38481699
371	23.37991144
372	23.36427861
373	23.35222767
374	23.3326431
375	23.29467631
376	23.29221845
377	23.27690881
378	23.26776706
379	23.25320484
380	23.24938125
381	23.234585
382	23.20923202
383	23.19883471
384	23.18707991
385	23.14251311
386	23.1302647
387	23.04680691
388	23.04474895
389	23.01077645
390	23.00318678
391	22.97188404
392	22.97013563
393	22.95916303
394	22.93481754
395	22.93238636
396	22.93158895
397	22.88877986
398	22.85321456
399	22.8394871
400	22.81880611
401	22.81465469
402	22.8035825
403	22.80085735
404	22.78960484
405	22.78484766
406	22.77867811
407	22.75999143
408	22.74392081
409	22.72029513
410	22.71057066
411	22.70695585
412	22.698771
413	22.66605778
414	22.6417679
415	22.62140072
416	22.60723028
417	22.60044661
418	22.54846826
419	22.54477143
420	22.5332007
421	22.49396367
422	22.44415118
423	22.42582918
424	22.39780931
425	22.38649307
426	22.31566247
427	22.30492837
428	22.26599686
429	22.26149667
430	22.25906439
431	22.23220869
432	22.18730703
433	22.18117138
434	22.17126593
435	22.15438409
436	22.13851962
437	22.12308937
438	22.11963483
439	22.09256375
440	22.08395397
441	22.07556148
442	22.05237387
443	22.0347544
444	22.0226236
445	22.00911526
446	21.99962426
447	21.98688359
448	21.97753881
449	21.91460215
450	21.90534417
451	21.86894349
452	21.86574226
453	21.83954696
454	21.82564198
455	21.82472949
456	21.82348638
457	21.81396491
458	21.81294067
459	21.80779359
460	21.79001908
461	21.76533279
462	21.75686782
463	21.75562235
464	21.75037916
465	21.73416397
466	21.73039515
467	21.72311422
468	21.72056578
469	21.69242808
470	21.68859836
471	21.67693336
472	21.66757613
473	21.66465591
474	21.64567412
475	21.63432791
476	21.62369534
477	21.61133226
478	21.60917374
479	21.59096471
480	21.58290042
481	21.58139689
482	21.57756672
483	21.54049639
484	21.53790164
485	21.5312088
486	21.52508847
487	21.51847431
488	21.5104153
489	21.49912839
490	21.48607933
491	21.4783224
492	21.47563112
493	21.46205502
494	21.45625045
495	21.43680805
496	21.43149384
497	21.42133952
498	21.40849696
499	21.38764634
500	21.37919122
501	21.36918786
502	21.36444975
503	21.34898174
504	21.34112825
505	21.33731572
506	21.33334199
507	21.32676034
508	21.32015248
509	21.30575248
510	21.28352499
511	21.28090907
512	21.27797875
513	21.26524114
514	21.25714322
515	21.24739848
516	21.24579061
517	21.23587705
518	21.22575289
519	21.21645209
520	21.21489125
521	21.18715455
522	21.17160412
523	21.17107882
524	21.13457368
525	21.13229095
526	21.12343458
527	21.10399041
528	21.08710632
529	21.08325101
530	21.06339251
531	21.05522406
532	21.02830605
533	21.01405888
534	21.00745079
535	20.99417848
536	20.97846598
537	20.97477062
538	20.96464327
539	20.96386855
540	20.96162592
541	20.95547568
542	20.9397532
543	20.92385444
544	20.89913931
545	20.88959522
546	20.88255529
547	20.88233478
548	20.87970203
549	20.84433828
550	20.8405258
551	20.82135875
552	20.81933712
553	20.81705895
554	20.80885212
555	20.80317293
556	20.79747621
557	20.79406606
558	20.78459929
559	20.73466649
560	20.71564464
561	20.70410753
562	20.69376497
563	20.67841027
564	20.66436271
565	20.64791055
566	20.6225052
567	20.62033911
568	20.58903156
569	20.57703649
570	20.56875814
571	20.55903965
572	20.55324615
573	20.54232673
574	20.52128459
575	20.51940271
576	20.51874243
577	20.50162692
578	20.49335379
579	20.47038874
580	20.4543958
581	20.45177054
582	20.44673692
583	20.43553444
584	20.41185852
585	20.40398326
586	20.39253394
587	20.38503041
588	20.37867353
589	20.37424277
590	20.36588525
591	20.35991349
592	20.35778887
593	20.33646097
594	20.32813372
595	20.26923045
596	20.26586348
597	20.25919596
598	20.22925412
599	20.2175488
600	20.21435332
601	20.17667008
602	20.16766854
603	20.1653118
604	20.13111099
605	20.12089031
606	20.1128664
607	20.10561072
608	20.09469376
609	20.09286459
610	20.08752669
611	20.08053257
612	20.06759157
613	20.06346662
614	20.05735261
615	20.01540007
616	20.01373975
617	20.00767285
618	19.99680717
619	19.9925803
620	19.98386353
621	19.97174804
622	19.95015993
623	19.94505139
624	19.93538908
625	19.91814202
626	19.91349776
627	19.89134083
628	19.88748108
629	19.88736155
630	19.87550172
631	19.87528258
632	19.85827882
633	19.83584399
634	19.83215114
635	19.827008
636	19.82430889
637	19.81063328
638	19.80490539
639	19.7863054
640	19.78194617
641	19.77303565
642	19.75839488
643	19.73605877
644	19.73016263
645	19.71672019
646	19.70179036
647	19.68816643
648	19.68326775
649	19.67803501
650	19.66187949
651	19.65883976
652	19.65326387
653	19.64934213
654	19.64640284
655	19.64380585
656	19.63765261
657	19.62601627
658	19.61224731
659	19.60241503
660	19.5957644
661	19.59047434
662	19.57946967
663	19.53901969
664	19.53774686
665	19.5354741
666	19.52804136
667	19.51240062
668	19.501074
669	19.4981081
670	19.48645326
671	19.48049608
672	19.46379398
673	19.45579727
674	19.44338095
675	19.41644926
676	19.40890326
677	19.3964295
678	19.37393778
679	19.35752933
680	19.34002911
681	19.33347738
682	19.33093209
683	19.32590501
684	19.3146446
685	19.31168795
686	19.30913117
687	19.30235968
688	19.28468182
689	19.27790347
690	19.25525949
691	19.25423469
692	19.2520364
693	19.24266799
694	19.22421407
695	19.22255372
696	19.19802182
697	19.19102575
698	19.18674354
699	19.18433562
700	19.18007185
701	19.17026331
702	19.16421218
703	19.15982159
704	19.1374783
705	19.1316349
706	19.1261904
707	19.12287427
708	19.09568294
709	19.09040148
710	19.08106086
711	19.06323796
712	19.051304
713	19.04576496
714	19.03786772
715	19.03215969
716	19.03101194
717	19.02146475
718	19.01528234
719	19.00817617
720	18.994123
721	18.99230862
722	18.99091599
723	18.9815308
724	18.97516455
725	18.97437782
726	18.97173878
727	18.97058387
728	18.95359644
729	18.94905529
730	18.94380578
731	18.92572186
732	18.87477488
733	18.8659126
734	18.86493538
735	18.84884054
736	18.84472669
737	18.84062605
738	18.83479558
739	18.83316622
740	18.83084021
741	18.82832233
742	18.81975793
743	18.80448018
744	18.79949183
745	18.78212839
746	18.77786182
747	18.76686518
748	18.7661893
749	18.7654195
750	18.75905966
751	18.75618825
752	18.75376494
753	18.74712626
754	18.73886985
755	18.73146623
756	18.72919948
757	18.72264976
758	18.70900056
759	18.7030935
760	18.69070102
761	18.68056345
762	18.67287409
763	18.66465074
764	18.66042858
765	18.65506131
766	18.63585694
767	18.63503269
768	18.62889426
769	18.62841149
770	18.62105323
771	18.61681582
772	18.61068657
773	18.60764754
774	18.60385833
775	18.5682865
776	18.55512759
777	18.54402038
778	18.54070144
779	18.52000342
780	18.51251047
781	18.50499922
782	18.49567215
783	18.49477245
784	18.4840058
785	18.48160707
786	18.46721711
787	18.46331895
788	18.45564086
789	18.45146547
790	18.44112787
791	18.43669673
792	18.43519811
793	18.39678379
794	18.38251644
795	18.36754655
796	18.36372681
797	18.36185557
798	18.35900806
799	18.35577432
800	18.34790898
801	18.33545323
802	18.33155516
803	18.31996124
804	18.30855247
805	18.307195
806	18.30380588
807	18.29526944
808	18.29485329
809	18.29274236
810	18.28698083
811	18.28531175
812	18.28443806
813	18.28021083
814	18.27861934
815	18.27238211
816	18.26279333
817	18.26257487
818	18.25919841
819	18.25544432
820	18.25243449
821	18.24154395
822	18.21561883
823	18.20802345
824	18.20327804
825	18.20105785
826	18.19763892
827	18.18431326
828	18.18178905
829	18.17780224
830	18.16599032
831	18.16345715
832	18.15251048
833	18.13892164
834	18.13307457
835	18.13252634
836	18.11755817
837	18.10998684
838	18.10878523
839	18.10311116
840	18.10191553
841	18.09890312
842	18.09631096
843	18.09490725
844	18.09013032
845	18.077142
846	18.07289572
847	18.06664359
848	18.05853357
849	18.02773811
850	18.01965855
851	18.00647999
852	17.99645673
853	17.99109743
854	17.98679664
855	17.98538161
856	17.980252
857	17.97005407
858	17.96947219
859	17.93267167
860	17.93205984
861	17.9286749
862	17.92358286
863	17.92051822
864	17.91974641
865	17.91731295
866	17.91425652
867	17.90912417
868	17.90360131
869	17.8995832
870	17.89901295
871	17.89737921
872	17.8868515
873	17.871592
874	17.86766158
875	17.86604172
876	17.86577747
877	17.85946028
878	17.85148894
879	17.85097303
880	17.83993712
881	17.83671179
882	17.83573969
883	17.82810462
884	17.8274491
885	17.81478063
886	17.80824185
887	17.80001317
888	17.79612953
889	17.78495583
890	17.78082022
891	17.77702122
892	17.76214188
893	17.76085964
894	17.75887807
895	17.75742709
896	17.75594697
897	17.75240017
898	17.75051974
899	17.75037645
900	17.73005907
901	17.7130072
902	17.70744288
903	17.70522625
904	17.69787302
905	17.6951695
906	17.67811218
907	17.67289432
908	17.66406805
909	17.6597554
910	17.64805265
911	17.64155101
912	17.63415144
913	17.62819163
914	17.6264281
915	17.61759176
916	17.61421058
917	17.61387082
918	17.604099
919	17.60292991
920	17.60224145
921	17.59531191
922	17.5924575
923	17.58912819
924	17.58848456
925	17.57571005
926	17.5724873
927	17.56402418
928	17.55903088
929	17.52561449
930	17.52177344
931	17.50844516
932	17.50596402
933	17.50377031
934	17.49393509
935	17.49228442
936	17.4905471
937	17.48947973
938	17.48510405
939	17.48481882
940	17.48277269
941	17.4452085
942	17.43436675
943	17.43342467
944	17.42974548
945	17.42842448
946	17.42161283
947	17.41660065
948	17.41413412
949	17.41263245
950	17.41013576
951	17.4048729
952	17.39959317
953	17.39717678
954	17.39276163
955	17.39231432
956	17.39160509
957	17.3853623
958	17.37633928
959	17.36877886
960	17.36827829
961	17.36691145
962	17.36594561
963	17.36487153
964	17.35602558
965	17.3507147
966	17.33521821
967	17.33272858
968	17.32046321
969	17.31887279
970	17.31657858
971	17.31555424
972	17.31270844
973	17.30430271
974	17.29573239
975	17.29010398
976	17.28505848
977	17.27574924
978	17.26433697
979	17.26264701
980	17.25639321
981	17.24979599
982	17.2432541
983	17.2399692
984	17.23017733
985	17.22566243
986	17.21493542
987	17.21259065
988	17.20889322
989	17.20006177
990	17.19815671
991	17.19510489
992	17.19367208
993	17.19225559
994	17.18819304
995	17.18473801
996	17.1701974
997	17.16778745
998	17.16484258
999	17.16114164
